Date,oc,pos,turnover,gross,net
2014-11-12 19:00:00-05:00,0.004309342994432308,0.2473027601276544,0.015749360448585298,0.001065712416859881,0.0010468131843215786
2014-11-13 19:00:00-05:00,0.03471988413086824,0.25654719166272044,0.009244431535066044,0.0089072887686293,0.008896195450787221
2014-11-16 19:00:00-05:00,-0.01363166460887244,0.2519832708955059,0.004563920767214569,-0.0034349514358941844,-0.0034404281408148417
2014-11-17 19:00:00-05:00,0.0071914708281546336,0.25164992465881075,0.0003333462366951201,0.001809733092091149,0.0018093330766071147
2014-11-18 19:00:00-05:00,-0.011451969494902348,0.2513956056963386,0.00025431896247213315,-0.002878974807586969,-0.0028792799903419354
2014-11-19 19:00:00-05:00,0.0030651425878622796,0.0,0.2513956056963386,0.0,-0.00030167472683560634
2014-11-20 19:00:00-05:00,-0.03738943469015166,0.0,0.0,-0.0,-0.0
2014-11-23 19:00:00-05:00,0.006199038756943942,0.0,0.0,0.0,0.0
2014-11-24 19:00:00-05:00,0.0029917266872314663,0.0,0.0,0.0,0.0
2014-11-25 19:00:00-05:00,0.000402759780058215,0.0,0.0,0.0,0.0
2014-11-27 19:00:00-05:00,-0.003382968709842449,0.0,0.0,-0.0,-0.0
2014-11-30 19:00:00-05:00,-0.039475852437368286,0.0,0.0,-0.0,-0.0
2014-12-01 19:00:00-05:00,-0.013386140961459625,0.0,0.0,-0.0,-0.0
2014-12-02 19:00:00-05:00,0.013480697831647959,0.0,0.0,0.0,0.0
2014-12-03 19:00:00-05:00,-0.0013997861616847906,0.0,0.0,-0.0,-0.0
2014-12-04 19:00:00-05:00,-0.02169069974261184,0.0,0.0,-0.0,-0.0
2014-12-07 19:00:00-05:00,-0.032409473687473045,0.0,0.0,-0.0,-0.0
2014-12-08 19:00:00-05:00,0.0360657122315835,0.0,0.0,0.0,0.0
2014-12-09 19:00:00-05:00,-0.020034575982585623,0.0,0.0,-0.0,-0.0
2014-12-10 19:00:00-05:00,-0.007837338749794198,0.0,0.0,-0.0,-0.0
2014-12-11 19:00:00-05:00,0.010643488497939169,0.0,0.0,0.0,0.0
2014-12-14 19:00:00-05:00,-0.02508483686606111,0.0,0.0,-0.0,-0.0
2014-12-15 19:00:00-05:00,-0.0153318015393753,0.0,0.0,-0.0,-0.0
2014-12-16 19:00:00-05:00,0.06609331608262758,0.0,0.0,0.0,0.0
2014-12-17 19:00:00-05:00,0.02768623692767247,0.0,0.0,0.0,0.0
2014-12-18 19:00:00-05:00,-0.0040873428672183465,0.0,0.0,-0.0,-0.0
2014-12-21 19:00:00-05:00,0.011818170291333363,0.0,0.0,0.0,0.0
2014-12-22 19:00:00-05:00,-0.012689373711326835,0.0,0.0,-0.0,-0.0
2014-12-23 19:00:00-05:00,0.011330052211034225,0.0,0.0,0.0,0.0
2014-12-25 19:00:00-05:00,0.02848630106509842,0.0,0.0,0.0,0.0
2014-12-28 19:00:00-05:00,-0.005244662218988672,0.0,0.0,-0.0,-0.0
2014-12-29 19:00:00-05:00,-0.007857498858732992,0.0,0.0,-0.0,-0.0
2014-12-30 19:00:00-05:00,-0.003048132614800969,0.0,0.0,-0.0,-0.0
2015-01-01 19:00:00-05:00,-0.01597337106095853,0.0,0.0,-0.0,-0.0
2015-01-04 19:00:00-05:00,-0.020787722097658556,0.0,0.0,-0.0,-0.0
2015-01-05 19:00:00-05:00,0.005807852191101581,0.0,0.0,0.0,0.0
2015-01-06 19:00:00-05:00,-0.011249177464284776,0.0,0.0,-0.0,-0.0
2015-01-07 19:00:00-05:00,-0.010290863500997616,0.0,0.0,-0.0,-0.0
2015-01-08 19:00:00-05:00,-0.010817575077713748,0.0,0.0,-0.0,-0.0
2015-01-11 19:00:00-05:00,-0.004136893992936819,0.0,0.0,-0.0,-0.0
2015-01-12 19:00:00-05:00,0.004574020064167517,0.0,0.0,0.0,0.0
2015-01-13 19:00:00-05:00,0.036915400756816874,0.0,0.0,0.0,0.0
2015-01-14 19:00:00-05:00,-0.013471109830980654,0.0,0.0,-0.0,-0.0
2015-01-15 19:00:00-05:00,0.012427896819538597,0.0,0.0,0.0,0.0
2015-01-19 19:00:00-05:00,-0.010006791368910917,0.0,0.0,-0.0,-0.0
2015-01-20 19:00:00-05:00,0.03703503851098211,0.0,0.0,0.0,0.0
